Unix Arrival Arrival	Unix Arrival Departure	Unix Arrival	City	Region	CC	Locale	Eggs Delivered	Carrots eaten	Latitude	Longitude	Population Num	Population Year	Elevation Meter	Arrival Stoppage Time	Timezone	Wikipedia attr	Country
1703462061.0	1703462031.0	1703462055	REGION >>	Yerevan, Armenia					39.99312159791156	44.555494				6.0			
1703462127.0	1703462067.0	1703462115	REGION >>	Ganja, Azerbaijan					40.494255553535936	46.34875100000001				12.0			
1703462151.0	1703462121.0	1703462145	REGION >>	Vanadzor, Armenia					40.62256280176457	44.48830000000001				6.0			
1703462361.0	1703462181.0	1703462325	REGION >>	Khorramabad, Iran					33.31095094413013	48.35583300000001				36.0			
1703462577.0	1703462367.0	1703462535	REGION >>	Manama, Bahrain					26.06445465361606	50.583332999999996				42.0			
1703462571.0	1703462541.0	1703462565	REGION >>	Doha, Qatar					25.14621910107813	51.519445000000005				6.0			
1703462853.0	1703462613.0	1703462805	REGION >>	Socotra Island, Yemen					12.442986941854505	53.905315				48.0			
1703463093.0	1703462853.0	1703463045	REGION >>	Mogadishu, Somalia					2.027517068186875	45.344139000000006				48.0			
1703463333.0	1703463093.0	1703463285	REGION >>	Victoria, Seychelles					-4.567866291875532	55.453331000000006				48.0			
1703463501.0	1703463321.0	1703463465	REGION >>	Verte Rocks, Glorioso Islands					-11.495893754556784	47.33171889000001				36.0			
1703463717.0	1703463507.0	1703463675	REGION >>	Saint-Denis, Réunion					-20.764767359491135	55.47104000000001				42.0			
1703463747.0	1703463687.0	1703463735	REGION >>	Port Louis, Mauritius					-20.03259848400894	57.501720000000006				12.0			
1703464347.0	1703463837.0	1703464245	REGION >>	Port-aux-Français					-49.01956699189168	70.13				102.0			
1703465145.0	1703464395.0	1703464995	REGION >>	Antananarivo, Madagascar					-18.795406775934048	47.52908333				150.0			
1703465175.0	1703465025.0	1703465145	REGION >>	Moroni, Union of the Comoros					-11.597965923523494	43.264388999999994				30.0			
1703465289.0	1703465169.0	1703465265	REGION >>	Zanzibar, Tanzania					-6.094935490815742	39.3621				24.0			
1703465409.0	1703465289.0	1703465385	REGION >>	Nairobi, Kenya					-1.2687523879268456	36.806261				24.0			
1703465637.0	1703465427.0	1703465595	REGION >>	Addis Ababa, Ethiopia					8.963334238385748	38.746792				42.0			
1703465739.0	1703465619.0	1703465715	REGION >>	Djibouti, Djibouti					11.519460116544577	43.14806000000001				24.0			
1703465823.0	1703465733.0	1703465805	REGION >>	Sana'a, Yemen					15.25557314288842	44.20753333				18.0			
1703466021.0	1703465841.0	1703465985	REGION >>	Mecca, Saudi Arabia					21.29918193558886	39.828388				36.0			
1703466201.0	1703466021.0	1703466165	REGION >>	Riyadh, Saudi Arabia					24.50178592531631	46.714585				36.0			
1703466309.0	1703466189.0	1703466285	REGION >>	Kuwait City, Kuwait					29.187922435592245	47.99720833000001				24.0			
1703466321.0	1703466291.0	1703466315	REGION >>	Al Basrah, Iraq					30.351957883649582	47.82337222				6.0			
1703466423.0	1703466333.0	1703466405	REGION >>	Baghdad, Iraq					33.162147375328665	44.39389				18.0			
1703466621.0	1703466441.0	1703466585	REGION >>	Adana, Turkey					36.8152031117952	35.321333				36.0			
1703466945.0	1703466645.0	1703466885	REGION >>	Kyiv, Ukraine					50.260933485804195	30.523333000000004				60.0			
1703467101.0	1703466921.0	1703467065	REGION >>	Moscow, Russia					55.577716970070774	37.61497500000001				36.0			
1703467425.0	1703467125.0	1703467365	REGION >>	Pechora, Russia					65.01966599410504	57.24999999999999				60.0			
1703467725.0	1703467425.0	1703467665	REGION >>	St. Petersburg, Russia					59.765993490452885	30.306114999999995				60.0			
1703467737.0	1703467677.0	1703467725	REGION >>	Tartu, Estonia					58.20446613892428	26.72614				12.0			
1703467815.0	1703467740.0	1703467800	REGION >>	Mikkeli, Finland					61.522332570288626	27.266667				15.0			
1703467854.0	1703467809.0	1703467845	REGION >>	Helsinki, Finland					60.00481313738723	24.932580000000005				9.0			
1703467953.0	1703467863.0	1703467935	REGION >>	Riga, Latvia					56.769825528984704	24.114901				18.0			
1703468025.0	1703467950.0	1703468010	REGION >>	Vilnius, Lithuania					54.50812589289761	25.269258				15.0			
1703468280.0	1703468055.0	1703468235	REGION >>	Odessa, Ukraine					46.29352527040261	30.743444				45.0			
1703468289.0	1703468244.0	1703468280	REGION >>	Chișinău, Moldova					46.820306710955755	28.860600000000005				9.0			
1703468370.0	1703468295.0	1703468355	REGION >>	Bucharest, Romania					44.2419253766468	26.102965				15.0			
1703468427.0	1703468367.0	1703468415	REGION >>	Plovdiv, Bulgaria					41.944338257307585	24.74829				12.0			
1703468505.0	1703468430.0	1703468490	REGION >>	Istanbul, Turkey					40.82232773337449	28.974399999999992				15.0			
1703468580.0	1703468505.0	1703468565	REGION >>	Ankara, Turkey					39.75363685334944	32.86048				15.0			
1703468781.0	1703468601.0	1703468745	REGION >>	Van, Turkey					38.30226057586874	43.40925556				36.0			
1703469033.0	1703468793.0	1703468985	REGION >>	Antalya, Turkey					36.69448060827222	30.70920500000001				48.0			
1703469129.0	1703469009.0	1703469105	REGION >>	Santorini, Greece					36.23632714619656	25.431700000000003				24.0			
1703469177.0	1703469117.0	1703469165	REGION >>	Athens, Greece					37.79128524846675	23.7278				12.0			
1703469237.0	1703469177.0	1703469225	REGION >>	Izmir, Turkey					38.23297530178029	27.128299999999996				12.0			
1703469513.0	1703469273.0	1703469465	REGION >>	Amman, Jordan					31.777475653658595	35.933331				48.0			
1703469501.0	1703469471.0	1703469495	REGION >>	Tel Aviv, Isreal					31.8937767535399	34.783333				6.0			
1703469603.0	1703469513.0	1703469585	REGION >>	Nicosia, Cyprus					34.985708633637294	33.366699000000004				18.0			
1703469657.0	1703469597.0	1703469645	REGION >>	Zahle, Lebanon					33.655597352190085	35.916667				12.0			
1703469717.0	1703469657.0	1703469705	REGION >>	Bethlehem, Palestine					31.538192690309362	35.2				12.0			
1703469831.0	1703469726.0	1703469810	REGION >>	Cairo, Egypt					29.890045898418833	31.2262				21.0			
1703469864.0	1703469819.0	1703469855	REGION >>	Alexandria, Egypt					31.02200388449674	29.88987				9.0			
1703470035.0	1703469885.0	1703470005	REGION >>	Luxor, Egypt					25.552318639326213	32.649395				30.0			
1703470293.0	1703470053.0	1703470245	REGION >>	Asmara, Eritrea					15.225013318663157	38.925				48.0			
1703470425.0	1703470275.0	1703470395	REGION >>	Khartoum, Sudan					15.491582785819139	32.518829				30.0			
1703470719.0	1703470449.0	1703470665	REGION >>	Juba, South Sudan					4.817251234950055	31.60463				54.0			
1703470809.0	1703470689.0	1703470785	REGION >>	Kampala, Uganda					0.32320223018062116	32.586971				24.0			
1703470893.0	1703470803.0	1703470875	REGION >>	Kigali, Rwanda					-1.9308827575957648	30.05945000000001				18.0			
1703470929.0	1703470884.0	1703470920	REGION >>	Bujumbura, Burundi					-3.349967592979581	29.356070000000003				9.0			
1703471118.0	1703470953.0	1703471085	REGION >>	Kamina, Democratic Republic of the Congo					-8.678818580458307	25.01086				33.0			
1703471301.0	1703471121.0	1703471265	REGION >>	Lusaka, Zambia					-15.310562937599869	28.282400000000006				36.0			
1703471409.0	1703471289.0	1703471385	REGION >>	Lilongwe, Malawi					-13.7914511172221	33.7733				24.0			
1703471565.0	1703471415.0	1703471535	REGION >>	Beira, Mozambique					-19.69766631225871	34.851009999999995				30.0			
1703471679.0	1703471559.0	1703471655	REGION >>	Bulawayo, Zimbabwe					-20.04795363698275	28.58115				24.0			
1703471799.0	1703471679.0	1703471775	REGION >>	Gaborone, Botswana					-24.509720275350098	25.919064999999993				24.0			
1703471847.0	1703471787.0	1703471835	REGION >>	Johannesburg, South Africa					-26.052822686273615	28.040034999999996				12.0			
1703471943.0	1703471853.0	1703471925	REGION >>	Maputo, Mozambique					-25.81552115401119	32.5833				18.0			
1703472069.0	1703471949.0	1703472045	REGION >>	Maseru, Lesotho					-29.174751131578628	27.499700999999998				24.0			
1703472261.0	1703472081.0	1703472225	REGION >>	Cape Town, South Africa					-33.74112298676523	18.42197000000001				36.0			
1703472513.0	1703472273.0	1703472465	REGION >>	Windhoek, Namibia					-22.435546298078084	17.090739999999997				48.0			
1703472825.0	1703472525.0	1703472765	REGION >>	Luanda, Angola					-8.91884561721101	13.312591000000001				60.0			
1703472909.0	1703472789.0	1703472885	REGION >>	Kinshasa, Democratic Republic of the Congo					-4.296156562849119	15.322222				24.0			
1703472993.0	1703472903.0	1703472975	REGION >>	Moanda, Gabon					-1.5561848809714036	13.2				18.0			
1703473119.0	1703472999.0	1703473095	REGION >>	Port-Gentil, Gabon					-0.7216767919746679	8.787300000000002				24.0			
1703473203.0	1703473113.0	1703473185	REGION >>	Malabo, Equatorial Guinea					3.724907896253854	8.777619999999999				18.0			
1703473257.0	1703473197.0	1703473245	REGION >>	Yaoundé, Cameroon					3.8409701147079667	11.51538056				12.0			
1703473461.0	1703473281.0	1703473425	REGION >>	Bangui, Central African Republic					4.344170407448524	18.562778				36.0			
1703473713.0	1703473473.0	1703473665	REGION >>	Abuja, Nigeria					9.006977835911247	7.48333				48.0			
1703473809.0	1703473689.0	1703473785	REGION >>	Cotonou, Benin					6.31472069369743	2.4400900000000005				24.0			
1703474019.0	1703473824.0	1703473980	REGION >>	Agadez, Niger					16.86419880786383	7.986197222000004				39.0			
1703474196.0	1703474016.0	1703474160	REGION >>	Ati, Chad					13.129075518529667	18.338011				36.0			
1703474448.0	1703474208.0	1703474400	REGION >>	Sabha, Libya					26.86926508571719	14.459240000000001				48.0			
1703474562.0	1703474427.0	1703474535	REGION >>	Tripoli, Libya					32.70249905395256	13.18732				27.0			
1703474625.0	1703474550.0	1703474610	REGION >>	Valletta, Malta					35.71094326597318	14.51178				15.0			
1703474790.0	1703474640.0	1703474760	REGION >>	Rome, Italy					41.71188124228749	12.495760000000004				30.0			
1703474850.0	1703474775.0	1703474835	REGION >>	Fonni, Sardinia, Italy					39.928801701870825	9.2526				15.0			
1703474889.0	1703474844.0	1703474880	REGION >>	Ajaccio, Corsica, France					41.717564530084324	8.711370000000002				9.0			
1703474970.0	1703474895.0	1703474955	REGION >>	Fidenza, Italy					44.67386415488816	10.061594999999999				15.0			
1703475009.0	1703474964.0	1703475000	REGION >>	San Marino					43.74445001479557	12.4407				9.0			
1703475126.0	1703475021.0	1703475105	REGION >>	Dubrovnik, Croatia					42.451042015656434	18.110657999999997				21.0			
1703475141.0	1703475111.0	1703475135	REGION >>	Podgorica, Montenegro					42.24383680428467	19.263901				6.0			
1703475189.0	1703475144.0	1703475180	REGION >>	Tirana, Albania					41.13156583471752	19.825150000000008				9.0			
1703475252.0	1703475192.0	1703475240	REGION >>	Veles, Republic of Macedonia					41.52671969358993	21.769501				12.0			
1703475276.0	1703475246.0	1703475270	REGION >>	Pristina, Kosovo					42.4720879939315	21.166200999999997				6.0			
1703475342.0	1703475282.0	1703475330	REGION >>	Sarajevo, Bosnia and Herzegovina					43.65749907052778	18.26979167				12.0			
1703475474.0	1703475354.0	1703475450	REGION >>	Venice, Italy					45.24089036466938	12.316700000000003				24.0			
1703475522.0	1703475462.0	1703475510	REGION >>	Maribor, Slovenia					46.369837293575124	15.6482				12.0			
1703475618.0	1703475528.0	1703475600	REGION >>	Belgrade, Serbia					44.61996238189465	20.462419				18.0			
1703475672.0	1703475612.0	1703475660	REGION >>	Budapest, Hungary					47.314485612273224	19.06482				12.0			
